title,domestic_revenue,distributor,budget,MPAA,genres,release_date
Trinity Seven The Movie 2: Heavens Library & Crimson Lord,"$15,712 ",Atlas Distribution Company,N/A,R,"Action,Animation,Comedy,Fantasy,Romance",29-Mar-19
Eating Animals,"$149,614 ",IFC Films,N/A,N/A,Documentary,15-Jun-18
Cold War,"$4,580,048 ",Amazon Studios,N/A,R,"Drama,History,Music,Romance",21-Dec-18
Piercing,"$15,856 ",Greenwich Entertainment,N/A,R,"Horror,Mystery,Thriller",1-Feb-19
Museo,"$148,505 ",Vitagraph Films,N/A,N/A,"Crime,Drama",14-Sep-18
Virginia Minnesota,"$16,118 ",Indican Pictures,N/A,N/A,"Comedy,Drama",1-Mar-19
A Private War,"$1,633,208 ",Aviron Pictures,N/A,R,"Biography,Drama,War",N/A
Ghost Stories,"$148,747 ",IFC Films,N/A,N/A,"Drama,Horror",20-Apr-18
Bad Reputation,"$148,568 ",Magnolia Pictures,N/A,R,"Biography,Documentary,Music",28-Sep-18
Too Late to Die Young,"$16,591 ",KimStim,N/A,N/A,Drama,31-May-19
Three Peaks,"$16,216 ",Greenwich Entertainment,N/A,N/A,Drama,28-Jun-19
Starfish,"$15,849 ",Yellow Veil Pictures,N/A,N/A,"Drama,Horror,Sci-Fi",15-Mar-19
Little Joe,"$23,862 ",Magnolia Pictures,N/A,N/A,"Drama,Horror,Mystery,Sci-Fi",6-Dec-19
Joseph Pulitzer: Voice of the People,"$16,970 ",First Run,N/A,N/A,Documentary,1-Mar-19
The House That Jack Built,"$87,993 ",IFC Films,N/A,R,"Crime,Drama,Horror",14-Dec-18
Ode to Joy,"$17,303 ",IFC Films,N/A,R,Comedy,9-Aug-19
To the Arctic 3D,"$14,560,456 ",Warner Bros.,N/A,G,Documentary,20-Apr-12
Tremors,"$23,911 ",Film Movement,N/A,N/A,Drama,29-Nov-19
Chained for Life,"$17,431 ",Kino International,N/A,N/A,Drama,13-Sep-19
Citizen K,"$119,466 ",Greenwich Entertainment,N/A,N/A,Documentary,22-Nov-19
Midnight Diner,"$18,555 ",Well Go USA Entertainment,N/A,N/A,Drama,20-Sep-19
Out of Blue,"$18,779 ",IFC Films,N/A,N/A,"Crime,Drama,Mystery",22-Mar-19
Ballon,"$25,505 ",Distrib Films,N/A,N/A,"Drama,History,Thriller",6-Sep-19
Scandalous: The True Story of the National Enquirer,"$18,759 ",Magnolia Pictures,N/A,N/A,Documentary,15-Nov-19
Girls of the Sun,"$19,712 ",Cohen Media Group,N/A,N/A,"Drama,War",12-Apr-19
The Perfect Race,"$29,644 ",Five & Two Pictures,N/A,N/A,Drama,14-Oct-19
The Cranes Are Flying,"$17,923 ",Janus Films,N/A,N/A,"Drama,Romance,War",12-Jul-19
"Phoenix, Oregon","$18,356 ",Joma Films,N/A,R,Comedy,2-May-19
Legend of the Naga Pearls,"$13,588 ",Well Go USA Entertainment,N/A,N/A,"Action,Adventure,Comedy,Fantasy,Romance",25-Aug-17
The Beatles: Eight Days a Week - The Touring Years,"$2,930,414 ",Abramorama,N/A,N/A,"Documentary,Music",15-Sep-16
Prassthanam,"$19,984 ",PackYourBag Films,N/A,N/A,"Action,Drama",20-Sep-19
Black Mother,"$18,762 ",Grasshopper Film,N/A,N/A,Documentary,9-Mar-19
Time to Die,"$13,707 ",Film Movement,N/A,N/A,"Drama,Western",15-Sep-17
The Return of Martin Guerre,"$18,603 ",Cohen Media Group,N/A,N/A,"Biography,Crime,Drama,History,Mystery,Romance",5-Jul-19
The Leisure Seeker,"$3,226,443 ",Sony Pictures Classics,N/A,R,"Adventure,Comedy,Drama,Romance",15-Dec-17
Before Stonewall,"$18,724 ",First Run,N/A,N/A,"Documentary,History",21-Jun-19
Abracadabra,"$13,975 ",Sony Pictures Releasing,N/A,R,"Comedy,Drama,Fantasy",15-Sep-17
Armstrong,"$19,740 ",Gravitas Ventures,N/A,N/A,"Biography,Documentary",12-Jul-19
Red Trees,"$13,666 ",Cohen Media Group,N/A,N/A,Documentary,15-Sep-17
Vince Giordano: There's a Future in the Past,"$14,807 ",First Run,N/A,N/A,"Biography,Documentary,History,Music",13-Jan-17
Paradise,"$14,873 ",Film Movement,N/A,N/A,"Drama,War",6-Oct-17
Brotherhood of Blades 2,"$14,204 ",Well Go USA Entertainment,N/A,N/A,"Action,Drama,History",1-Dec-17
After Love,"$13,693 ",Distrib Films,N/A,N/A,Drama,9-Aug-17
Miss Sloane,"$3,500,605 ",EuropaCorp,N/A,R,"Drama,Thriller",N/A
Victor,"$117,755 ",CanZion Films,N/A,PG-13,"Biography,Crime,Drama",15-Sep-16
Antarctica: Ice and Sky,"$14,475 ",Music Box Films,N/A,N/A,"Adventure,Biography,Documentary",20-Jan-17
The Farthest,"$14,773 ",Abramorama,N/A,N/A,"Documentary,History",11-Aug-17
SHOT! The Psycho-Spiritual Mantra of Rock,"$15,157 ",Magnolia Pictures,N/A,N/A,"Biography,Documentary,Music",7-Apr-17
All the Queen's Horses,"$16,172 ",Argot Pictures,N/A,N/A,Documentary,10-Nov-17
Rebels on Pointe,"$15,088 ",Icarus Films,N/A,N/A,Documentary,15-Nov-17
Hunter Gatherer,"$19,462 ",Matson Films,N/A,N/A,Drama,18-Nov-16
The Freedom to Marry,"$16,611 ",Argot Pictures,N/A,N/A,Documentary,3-Mar-17
Swim Team,"$16,783 ",Argot Pictures,N/A,N/A,"Documentary,Drama,Family,Sport",7-Jul-17
The Wound,"$30,678 ",Kino Lorber,N/A,N/A,"Drama,Romance",15-Mar-17
Kills On Wheels,"$15,898 ",Kino Lorber,N/A,N/A,"Action,Comedy,Drama",20-Oct-17
The Sacrifice,"$61,018 ",Kino Lorber,N/A,N/A,Drama,20-Oct-17
Silencio,"$158,723 ",Tulip Pictures,N/A,R,"Drama,Mystery,Thriller",26-Oct-18
Mission Control: The Unsung Heroes of Apollo,"$16,405 ",Independent,N/A,N/A,"Documentary,History",14-Apr-17
National Theatre Live: The Curious Incident of the Dog in the Night-Time,"$160,381 ",Fathom Events,N/A,N/A,Drama,12-Jun-18
Brave New Jersey,"$16,544 ",Gravitas Ventures,N/A,N/A,Comedy,4-Aug-17
Boom for Real: The Late Teenage Years of Jean-Michel Basquiat,"$166,616 ",Magnolia Pictures,N/A,N/A,Documentary,11-May-18
Far From the Tree,"$166,018 ",IFC Films,N/A,N/A,Documentary,20-Jul-18
Double Lover,"$167,581 ",Cohen Media Group,N/A,N/A,"Drama,Romance,Thriller",14-Feb-18
Only the Brave,"$18,343,983 ",Sony Pictures Releasing,"$38,000,000 ",PG-13,"Action,Biography,Drama",20-Oct-17
Is Genesis History?,"$166,763 ",Fathom Events,N/A,N/A,Documentary,22-Feb-18
The Bolshoi Ballet: Live From Moscow - The Lady of the Camellias,"$167,991 ",Fathom Events,N/A,N/A,N/A,4-Feb-18
Harmonium,"$17,191 ",Film Movement,N/A,N/A,Drama,16-Jun-17
Bad Grandmas,"$17,688 ",Parade Deck Films,N/A,N/A,"Action,Comedy,Crime",3-Nov-17
Luis and the Aliens,"$169,710 ",Viva Pictures Distribution,N/A,PG,"Adventure,Animation,Comedy,Family,Sci-Fi",17-Aug-18
The Bolshoi Ballet: Live From Moscow - La Sylphide,"$171,177 ",Fathom Events,N/A,N/A,N/A,11-Nov-18
Food Evolution,"$17,181 ",Abramorama,N/A,N/A,Documentary,23-Jun-17
The Metropolitan Opera HD Live: Puccini: Turandot,"$172,627 ",Fathom Events,N/A,N/A,Musical,18-Jul-18
The House That Jack Built,"$170,113 ",IFC Films,N/A,R,"Crime,Drama,Horror",28-Nov-18
Journey's End,"$161,796 ",Good Deed Entertainment,N/A,R,"Drama,War",16-Mar-18
Rampant,"$167,937 ",Well Go USA Entertainment,N/A,N/A,"Action,Horror",26-Oct-18
Always at The Carlyle,"$174,251 ",Good Deed Entertainment,N/A,PG-13,Documentary,11-May-18
The Sound of Silence,"$20,013 ",IFC Films,N/A,N/A,Drama,13-Sep-19
The Bolshoi Ballet: Live From Moscow - The Flames of Paris,"$175,922 ",Fathom Events,N/A,N/A,N/A,4-Mar-18
The Guardians,"$177,331 ",Music Box Films,N/A,R,"Drama,War",4-May-18
The Gospel of Eureka,"$20,039 ",Kino Lorber,N/A,N/A,"Documentary,Music",8-Feb-19
The Hole in the Ground,"$21,072 ",A24,N/A,R,"Drama,Horror,Mystery",1-Mar-19
General Magic,"$20,046 ",Gravitas Ventures,N/A,N/A,Documentary,10-May-19
BuyBust,"$178,471 ",Well Go USA Entertainment,N/A,N/A,"Action,Thriller",10-Aug-18
Light of My Life,"$20,056 ",Saban Films,N/A,R,"Drama,Sci-Fi,Thriller",9-Aug-19
Jane and Emma,"$380,030 ",Excel Entertainment,N/A,PG,Drama,12-Oct-18
Night School,"$77,339,130 ",Universal Pictures,"$29,000,000 ",PG-13,Comedy,28-Sep-18
Celebration,"$22,557 ",KimStim,N/A,N/A,Documentary,2-Oct-19
Redoubt,"$32,944 ",Grasshopper Film,N/A,N/A,Drama,1-Nov-19
Wicked Witches,"$21,600 ",Nocturnal Features,N/A,N/A,Horror,9-Aug-19
Wildlife,"$1,050,616 ",IFC Films,N/A,PG-13,Drama,19-Oct-18
The All Americans,"$20,324 ",Abramorama,N/A,N/A,Adult,8-Nov-19
Chasing Einstein,"$24,057 ",Atlas Distribution Company,N/A,N/A,Documentary,13-Sep-19
Light from Light,"$23,629 ",Grasshopper Film,N/A,N/A,Drama,1-Nov-19
Hyènes,"$24,672 ",Metrograph Pictures,N/A,N/A,"Comedy,Drama",19-Apr-19
Vox Lux,"$727,119 ",Neon,N/A,R,"Drama,Music",7-Dec-18
Invisible Life,"$146,535 ",Amazon Studios,N/A,R,Drama,20-Dec-19
Island of Lemurs: Madagascar,"$11,272,201 ",Warner Bros.,N/A,N/A,"Adventure,Biography,Documentary,Family,Short",4-Apr-14
Piranhas,"$23,494 ",Music Box Films,N/A,N/A,"Crime,Drama",N/A
Wrestle,"$26,597 ",Oscilloscope,N/A,N/A,"Documentary,Sport",22-Feb-19
Sacred,"$17,740 ",Argot Pictures,N/A,N/A,Documentary,5-May-17
Donnybrook,"$26,284 ",IFC Films,N/A,R,"Drama,Thriller",15-Feb-19
All the Rage,"$18,489 ",The Film Collaborative,N/A,N/A,"Biography,Documentary,Drama,News",23-Jun-17
Asako I & II,"$25,559 ",Grasshopper Film,N/A,N/A,"Drama,Romance",17-May-19
Memory: The Origins of Alien,"$31,378 ",Screen Media Films,N/A,N/A,Documentary,4-Oct-19
Neither Wolf Nor Dog,"$589,289 ",InYo Entertainment,N/A,N/A,Drama,20-Jan-17
L'important c'est d'aimer,"$19,120 ",Rialto Pictures,N/A,N/A,"Drama,Romance",14-Jul-17
The Day Shall Come,"$26,972 ",IFC Films,N/A,N/A,"Comedy,Crime",27-Sep-19
Contemporary Color,"$15,305 ",Oscilloscope,N/A,PG-13,"Documentary,Music",1-Mar-17
Heat and Dust,"$19,856 ",Cohen Media Group,N/A,N/A,"Drama,Romance",1-Sep-17
Carrie Pilby,"$18,957 ",The Orchard,N/A,N/A,"Comedy,Drama",31-Mar-17
Bobbi Jene,"$18,579 ",Oscilloscope,N/A,N/A,"Documentary,Drama,Romance",22-Sep-17
Mansfield 66/67,"$17,930 ",FilmBuff,N/A,N/A,"Biography,Documentary,Musical",27-Oct-17
Burden,"$18,440 ",Magnolia Pictures,N/A,N/A,"Biography,Documentary",5-May-17
Glory,"$18,415 ",Film Movement,N/A,N/A,Drama,12-Apr-17
The Last Shaman,"$17,844 ",Abramorama,N/A,N/A,"Adventure,Documentary,Drama,Family",12-May-17
Trafficked,"$19,698 ",Epic Pictures Group,N/A,R,"Drama,Thriller",6-Oct-17
All These Sleepless Nights,"$20,762 ",The Orchard,N/A,R,"Documentary,Drama",7-Apr-17
The Blackcoat's Daughter,"$20,435 ",A24,N/A,R,"Horror,Mystery,Thriller",31-Mar-17
Absolutely Anything,"$20,169 ",Atlas Distribution Company,N/A,R,"Comedy,Sci-Fi",12-May-17
The Man from Outer Space,"$20,102 ",Indican Pictures,N/A,N/A,Sci-Fi,8-Sep-17
Karwaan,"$182,009 ",PackYourBag Films,N/A,N/A,"Comedy,Drama",3-Aug-18
Cobra Kai Premiere Event feat. The Karate Kid,"$185,082 ",Fathom Events,N/A,N/A,N/A,25-Apr-18
National Theatre Live: King Lear,"$185,305 ",Fathom Events,N/A,N/A,Drama,27-Sep-18
A Beginner's Guide to Snuff,"$21,031 ",Indican Pictures,N/A,N/A,"Comedy,Horror,Thriller",23-Jun-17
Whisky Galore,"$20,991 ",Arrow Films,N/A,N/A,"Comedy,Romance",12-May-17
RV: Resurrected Victims,"$20,374 ",Well Go USA Entertainment,N/A,N/A,"Action,Mystery,Thriller",20-Oct-17
The Accidental Detective 2: In Action,"$179,045 ",CJ Entertainment,N/A,N/A,"Comedy,Crime,Thriller",22-Jun-18
Better Watch Out,"$20,369 ",Well Go USA Entertainment,N/A,R,"Comedy,Crime,Horror,Thriller",6-Oct-17
Maquia: When the Promised Flower Blooms,"$185,699 ",Eleven Arts,N/A,N/A,"Adventure,Animation,Drama,Family,Fantasy",20-Jul-18
Last Letter,"$180,946 ",China Lion Film Distribution,N/A,N/A,"Drama,Romance",9-Nov-18
Owaranai hito: Miyazaki Hayao,"$187,320 ",GKIDS,N/A,N/A,"Biography,Documentary",13-Dec-18
Goldbuster,"$186,135 ",Well Go USA Entertainment,N/A,N/A,"Comedy,Fantasy",5-Jan-18
Summer 1993,"$185,903 ",Oscilloscope,N/A,N/A,"Drama,Family",25-May-18
Man Underground,"$20,907 ",Indican Pictures,N/A,N/A,"Drama,Sci-Fi",14-Jul-17
The Monkey King 3,"$187,074 ",Well Go USA Entertainment,N/A,N/A,"Action,Adventure,Fantasy",16-Feb-18
Fate/Stay Night: Heaven's Feel - I. Presage Flower,"$193,833 ",Fathom Events,N/A,N/A,"Action,Animation,Drama,Fantasy",5-Jun-18
The Bolshoi Ballet: Live From Moscow - Don Quixote,"$187,946 ",Fathom Events,N/A,N/A,N/A,2-Dec-18
The Final Year,"$191,900 ",Magnolia Pictures,N/A,N/A,Documentary,19-Jan-18
The Wind,"$28,252 ",IFC Films,N/A,R,"Horror,Western",5-Apr-19
Madeline's Madeline,"$185,576 ",Oscilloscope,N/A,N/A,"Drama,Mystery,Thriller",10-Aug-18
Island of Lemurs: Madagascar,"$11,272,201 ",Warner Bros.,N/A,N/A,"Adventure,Biography,Documentary,Family,Short",4-Apr-14
Batman & Robin,"$28,597 ",Fathom Events,"$125,000,000 ",PG-13,"Action,Sci-Fi",14-May-19
Hotel by the River,"$28,354 ",The Cinema Guild,N/A,N/A,Drama,15-Feb-19
Sorry Angel,"$30,628 ",Strand Releasing,N/A,N/A,"Drama,Romance",15-Feb-19
The Nun,"$30,245 ",Rialto Pictures,N/A,N/A,Drama,4-Jan-19
Lionel Richie at Glastonbury,"$30,123 ",Fathom Events,N/A,N/A,Music,19-Nov-19
Space Station 3D,"$93,383,002 ",IMAX,N/A,N/A,Documentary,19-Apr-02
Born to Be Wild,"$25,967,893 ",Warner Bros.,N/A,N/A,"Adventure,Documentary,Short",8-Apr-11
Vault,"$29,491 ",Grindstone Entertainment,N/A,R,"Action,Crime,Drama,History,Thriller",7-Jun-19
The Ground Beneath My Feet,"$29,251 ",Strand Releasing,N/A,N/A,Drama,26-Jul-19
Los Reyes,"$30,418 ",Grasshopper Film,N/A,N/A,Documentary,16-Aug-19
In the Aisles,"$28,394 ",Music Box Films,N/A,N/A,Drama,14-Jun-19
Recorder: The Marion Stokes Project,"$52,820 ",Zeitgeist Films,N/A,N/A,Documentary,15-Nov-19
Buddy,"$31,203 ",Grasshopper Film,N/A,N/A,Documentary,20-Mar-19
The Lucky Man,"$25,015 ",Indican Pictures,N/A,N/A,"Action,Drama,Sci-Fi",21-Dec-17
Trophy,"$21,439 ",The Orchard,N/A,N/A,Documentary,8-Sep-17
The Girl Without Hands,"$21,787 ",GKIDS,N/A,N/A,"Animation,Drama,Fantasy",21-Jul-17
Massacre on Aisle 12,"$21,106 ",Indican Pictures,N/A,N/A,"Comedy,Horror",27-Jan-17
God Knows Where I Am,"$21,135 ",Bond/360,N/A,N/A,"Biography,Documentary,Drama,History,Mystery",31-Mar-17
The Passion of Joan of Arc,"$21,877 ",Janus Films,N/A,N/A,"Biography,Drama,History",24-Nov-17
The Recall,"$22,943 ",Freestyle Releasing,N/A,R,"Action,Sci-Fi,Thriller",2-Jun-17
The Grace of Jake,"$23,078 ",Indican Pictures,N/A,N/A,"Comedy,Drama,Music",3-Feb-17
Pasolini,"$30,757 ",Kino Lorber,N/A,N/A,"Biography,Drama",10-May-19
Bending the Arc,"$21,907 ",Abramorama,N/A,N/A,Documentary,6-Oct-17
The Transfiguration,"$22,091 ",Strand Releasing,N/A,N/A,"Drama,Horror",7-Apr-17
Paradise Club,"$22,381 ",Indican Pictures,N/A,N/A,"Drama,History",8-Sep-17
Una,"$22,815 ",Eammon Films,N/A,R,"Drama,Romance",6-Oct-17
Deep Sea,"$46,409,156 ",Warner Bros.,N/A,G,"Documentary,Short",3-Mar-06
My Scientology Movie,"$22,936 ",Magnolia Pictures,N/A,N/A,Documentary,10-Mar-17
Have It All -The Movie,"$197,142 ",Atlantic Records,N/A,N/A,Documentary,7-Aug-18
Queen of Katwe,"$8,874,389 ",Walt Disney Studios Motion Pictures,"$15,000,000 ",PG,"Biography,Drama,Sport",N/A
For Ahkeem,"$23,136 ",Vitagraph Films,N/A,N/A,Documentary,13-Oct-17
Finding Oscar,"$23,116 ",FilmRise,N/A,N/A,"Crime,Documentary,Drama,History,Mystery",14-Apr-17
Saving Brinton,"$56,218 ",Barn Owl Pictures,N/A,N/A,Documentary,17-Sep-17
"A Woman, a Part","$23,562 ",Strand Releasing,N/A,N/A,Drama,22-Mar-17
The Departure,"$24,662 ",Matson Films,N/A,N/A,Documentary,13-Oct-17
Simple Creature,"$23,918 ",Indican Pictures,N/A,N/A,"Horror,Sci-Fi,Thriller",5-Aug-17
Rebel Without a Cause,"$199,963 ",Fathom Events,N/A,N/A,Drama,23-Sep-18
Jasmine,"$24,248 ",Indican Pictures,N/A,N/A,Thriller,16-Jun-17
Gauguin: Voyage to Tahiti,"$200,140 ",Cohen Media Group,N/A,N/A,"Biography,Drama,Romance",11-Jul-18
Gemini,"$200,340 ",Neon,N/A,R,"Crime,Drama,Mystery,Thriller",30-Mar-18
Naples '44,"$24,620 ",First Run,N/A,N/A,"Documentary,War",29-Nov-17
Zama,"$200,600 ",Strand Releasing,N/A,N/A,Drama,13-Apr-18
Paradise,"$24,749 ",Carusel,N/A,N/A,"Drama,War",17-Nov-17
The Dating Project,"$208,100 ",Fathom Events,N/A,N/A,Documentary,17-Apr-18
The Bolshoi Ballet: Live From Moscow - Coppélia,"$202,217 ",Fathom Events,N/A,N/A,Comedy,10-Jun-18
Keep the Change,"$202,788 ",Kino Lorber,N/A,N/A,"Comedy,Romance",16-Mar-18
Agent Mr. Chan,"$208,351 ",China Lion Film Distribution,N/A,N/A,"Comedy,Romance",23-Feb-18
Jane,"$1,723,379 ",Abramorama,N/A,PG,"Biography,Documentary",20-Oct-17
The Treasure of the Sierra Madre,"$215,295 ",Fathom Events,N/A,N/A,"Adventure,Drama,Western",14-Jan-18
The Producers,"$216,807 ",Fathom Events,N/A,N/A,"Comedy,Music",3-Jun-18
Fragments of Truth,"$219,342 ",Fathom Events,N/A,N/A,Documentary,24-Apr-18
Mazinger Z: INFINITY,"$220,682 ",Fathom Events,N/A,N/A,"Action,Animation,Sci-Fi",11-Feb-18
Little Pink House,"$220,948 ",Dada Films,N/A,N/A,Drama,20-Apr-18
Gift,"$31,588 ",Matson Films,N/A,N/A,Documentary,11-Oct-19
A Bad Moms Christmas,"$72,110,659 ",STX Entertainment,"$28,000,000 ",R,Comedy,1-Nov-17
Default,"$203,775 ",CJ Entertainment,N/A,N/A,Drama,30-Nov-18
The Guilty,"$207,140 ",Magnolia Pictures,N/A,R,"Crime,Drama,Thriller",19-Oct-18
Desolation Center,"$32,016 ",Matson Films,N/A,N/A,Documentary,13-Sep-19
Getting Grace,"$217,812 ",Hannover House,N/A,PG-13,"Comedy,Drama",23-Mar-18
An Acceptable Loss,"$32,427 ",IFC Films,N/A,R,"Drama,Thriller",18-Jan-19
An Elephant Sitting Still,"$32,556 ",KimStim,N/A,N/A,Drama,8-Mar-19
Dark Money,"$217,932 ",PBS Distribution,N/A,N/A,Documentary,13-Jul-18
Britt-Marie Was Here,"$36,549 ",Cohen Media Group,N/A,N/A,"Comedy,Drama,Sport",20-Sep-19
Love Live! Sunshine!! The School Idol Movie: Over The Rainbow,"$34,135 ",FUNimation Entertainment,N/A,N/A,"Animation,Music",5-Aug-19
White Snake,"$34,730 ",GKIDS,N/A,N/A,"Action,Adventure,Animation,Fantasy,Romance",15-Nov-19
The Wild Pear Tree,"$34,014 ",The Cinema Guild,N/A,N/A,Drama,30-Jan-19
Loro,"$35,613 ",IFC Films,N/A,N/A,"Biography,Drama",20-Sep-19
Yardie,"$36,012 ",Rialto Pictures,N/A,N/A,"Crime,Drama",15-Mar-19
10E,"$32,413 ",in8 Releasing,N/A,N/A,Comedy,27-Sep-19
Ága,"$35,178 ",Big World Pictures,N/A,N/A,Drama,4-Sep-19
Knife + Heart,"$32,516 ",Altered Innocence,N/A,N/A,"Drama,Horror,Romance,Thriller",15-Mar-19
The Death of Dick Long,"$36,856 ",A24,N/A,R,"Comedy,Crime,Drama",27-Sep-19
Moonlight Sonata: Deafness in Three Movements,"$33,823 ",Abramorama,N/A,N/A,Documentary,13-Sep-19
The Sower,"$36,233 ",Film Movement,N/A,N/A,"Drama,Romance",1-Mar-19
The Quiet One,"$37,010 ",IFC Films,N/A,N/A,"Documentary,Music",21-Jun-19
Batman Forever,"$38,014 ",Fathom Events,"$100,000,000 ",PG-13,"Action,Adventure,Fantasy",12-May-19
The Cave,"$62,625 ",National Geographic Entertainment,N/A,PG-13,"Documentary,War",18-Oct-19
The Raft,"$39,678 ",Metrograph Pictures,N/A,N/A,Documentary,7-Jun-19
Buñuel in the Labyrinth of the Turtles,"$36,205 ",GKIDS,N/A,N/A,"Animation,Biography,Drama,History",16-Aug-19
30 Years of Garbage: The Garbage Pail Kids Story,"$27,739 ",Indican Pictures,N/A,N/A,Documentary,11-Aug-17
They Call us Monsters,"$26,080 ",Matson Films,N/A,N/A,Documentary,9-Jan-17
Killer Unicorn,"$33,901 ",Indican Pictures,N/A,N/A,Horror,14-Jun-19
The Untamed,"$27,593 ",Strand Releasing,N/A,N/A,"Drama,Horror,Sci-Fi,Thriller",21-Jul-17
The Crime of Monsieur Lange,"$36,438 ",Rialto Pictures,N/A,N/A,"Comedy,Crime,Drama",17-Nov-17
Union,"$41,656 ",Indican Pictures,N/A,N/A,"Drama,History,War",2-Aug-19
Radio Dreams,"$27,836 ",Matson Films,N/A,N/A,"Comedy,Drama",19-May-17
The Old Dark House,"$25,678 ",Cohen Media Group,N/A,N/A,"Comedy,Horror,Thriller",27-Oct-17
Shed of the Dead,"$38,901 ",Indican Pictures,N/A,N/A,"Comedy,Horror",17-May-19
Wait for Your Laugh,"$73,585 ",Vitagraph Films,N/A,N/A,"Comedy,Documentary",3-Nov-17
Mali Blues,"$26,950 ",Icarus Films,N/A,N/A,"Documentary,Music",13-Feb-17
The Villainess,"$27,741 ",Well Go USA Entertainment,N/A,N/A,"Action,Drama,Thriller",25-Aug-17
False Confessions,"$29,245 ",Big World Pictures,N/A,N/A,"Comedy,Drama",14-Jul-17
Berlin Syndrome,"$28,660 ",Vertical Entertainment,N/A,R,"Drama,Horror,Mystery,Thriller",26-May-17
MFKZ,"$229,423 ",GKIDS,N/A,R,"Action,Animation,Comedy,Sci-Fi,Thriller",11-Oct-18
Lemon,"$29,258 ",Magnolia Pictures,N/A,N/A,"Comedy,Drama",18-Aug-17
Borg vs. McEnroe,"$231,346 ",Neon,N/A,R,"Biography,Drama,Sport",13-Apr-18
Youth,"$1,891,956 ",China Lion Film Distribution,N/A,N/A,"Drama,Romance,War",15-Dec-17
Bishôjo senshi Sailor Moon Super S Special,"$231,434 ",Fathom Events,N/A,N/A,Animation,4-Aug-18
Hamlet,"$235,229 ",Fathom Events,N/A,N/A,Drama,8-Mar-18
Superman,"$233,585 ",Fathom Events,"$55,000,000 ",PG,"Action,Adventure,Drama,Sci-Fi",25-Nov-18
Ribbons,"$27,959 ",Indican Pictures,N/A,N/A,Thriller,22-Sep-17
Happy End,"$301,718 ",Sony Pictures Classics,N/A,R,Drama,22-Dec-17
Marius/Fanny/César,"$24,787 ",Janus Films,N/A,N/A,N/A,4-Jan-17
RWBY: Argus Limited,"$238,379 ",Fathom Events,N/A,N/A,"Action,Adventure,Animation,Comedy,Drama,Fantasy,Sci-Fi,Thriller",25-Oct-18
Batti Gul Meter Chalu,"$249,539 ",Eros International,N/A,N/A,Drama,21-Sep-18
The Fireflies Are Gone,"$245,006 ",Entertainment One,N/A,N/A,Drama,21-Sep-18
Matangi/Maya/M.I.A,"$230,808 ",Abramorama,N/A,N/A,"Biography,Documentary,Music",28-Sep-18
Best F(r)iends: Volume 1,"$252,410 ",Fathom Events,N/A,R,"Comedy,Drama,Thriller",30-Mar-18
London Fields,"$252,676 ",GVN Releasing,N/A,R,"Crime,Mystery,Thriller",26-Oct-18
The Square,"$1,502,347 ",Magnolia Pictures,N/A,R,"Comedy,Drama",27-Oct-17
Across the Universe,"$258,618 ",Fathom Events,N/A,PG-13,"Drama,Fantasy,History,Music,Musical,Romance",29-Jul-18
Alien Intrusion: Unmasking a Deception,"$237,411 ",Fathom Events,N/A,N/A,Documentary,11-Jan-18
Big,"$258,507 ",Fathom Events,N/A,N/A,"Comedy,Drama,Fantasy,Romance",15-Jul-18
Skate Kitchen,"$236,799 ",Magnolia Pictures,N/A,R,Drama,10-Aug-18
Eating You Alive,"$260,534 ",Fathom Events,N/A,N/A,Documentary,5-Apr-18
What They Had,"$260,136 ",Bleecker Street Media,N/A,R,Drama,19-Oct-18
Generation Wealth,"$237,709 ",Magnolia Pictures,N/A,R,Documentary,20-Jul-18
Back to Burgundy,"$257,610 ",Music Box Films,N/A,N/A,"Comedy,Drama",23-Mar-18
Doctor Who,"$264,629 ",Fathom Events,N/A,N/A,"Adventure,Drama,Family,Sci-Fi",11-Jun-18
Charlie Says,"$40,685 ",IFC Films,N/A,R,"Biography,Crime,Drama",10-May-19
Clemency,"$364,716 ",Neon,N/A,R,Drama,27-Dec-19
The King,"$259,291 ",Oscilloscope,N/A,R,Documentary,22-Jun-18
Vita & Virginia,"$42,741 ",IFC Films,N/A,N/A,"Biography,Drama,Romance",23-Aug-19
Immortal Hero,"$43,007 ",Freestyle Releasing,N/A,PG,Drama,18-Oct-19
Zilla and Zoe,"$39,003 ",Indican Pictures,N/A,N/A,Comedy,17-May-19
The Star,"$43,510 ",Sony Pictures Releasing,"$20,000,000 ",PG,"Adventure,Animation,Comedy,Family,Fantasy",7-Dec-19
Slut in a Good Way,"$40,513 ",Comedy Dynamics,N/A,R,Comedy,28-Mar-19
For Sama,"$43,796 ",PBS Distribution,N/A,N/A,"Documentary,War",26-Jul-19
Detective Dee: The Four Heavenly Kings,"$262,963 ",Well Go USA Entertainment,N/A,N/A,"Action,Adventure,Drama,Fantasy",27-Jul-18
Maze,"$44,381 ",Lightyear Entertainment,N/A,N/A,"Crime,Drama,History,Mystery,Thriller",22-Mar-19
Aniara,"$40,124 ",Magnolia Pictures,N/A,R,"Drama,Sci-Fi",17-May-19
Midnight Traveler,"$41,265 ",Oscilloscope,N/A,N/A,"Documentary,War",18-Sep-19
What Is Democracy?,"$44,536 ",Zeitgeist Films,N/A,N/A,Documentary,16-Jan-19
